Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-33.0,-94.0,-17.0,5.63,918,0.91,0.94,0.21
2,66.0,2.0,16.0,5.47,513,0.89,0.89,0.00
3,-12.0,-82.0,-8.0,5.40,783,0.93,0.93,0.07
4,-6.0,11.0,52.0,5.30,594,0.86,0.91,0.00
5,45.0,14.0,25.0,5.27,783,0.93,0.93,0.07
6,12.0,-43.0,-26.0,5.08,189,0.86,0.86,0.00
7,39.0,-73.0,4.0,5.00,81,0.67,0.67,0.00
8,30.0,-73.0,-8.0,4.96,189,0.71,0.71,0.00
9,-63.0,-34.0,16.0,4.95,702,0.88,0.92,0.00
10,-24.0,-61.0,-11.0,4.91,162,0.67,0.67,0.00
11,-63.0,-10.0,13.0,4.90,108,0.50,0.50,0.00
12,-27.0,-19.0,4.0,4.85,81,0.67,0.67,0.00
13,36.0,-94.0,-8.0,4.75,432,0.81,0.88,0.00
14,-57.0,-19.0,7.0,4.68,108,0.50,0.50,0.00
15,69.0,-22.0,10.0,4.67,108,0.50,0.50,0.00
16,30.0,-46.0,-11.0,4.64,270,0.70,0.80,0.00
17,-60.0,-49.0,25.0,4.59,54,0.00,0.00,0.00
18,69.0,-10.0,13.0,4.59,54,0.00,0.00,0.00
19,-45.0,-79.0,-26.0,4.56,54,0.00,0.00,0.00
20,12.0,-46.0,1.0,4.54,27,0.00,0.00,0.00
21,15.0,56.0,19.0,4.52,27,0.00,0.00,0.00
22,3.0,-25.0,52.0,4.51,27,0.00,0.00,0.00
